"year","block","trt","subplot","drought","nativecov","totalcov","BG","Litter","plot","invaded","CHAL","ARFR","CHLE","RACO","POOL","BRTE","ASDR","HECO","GAAR","ACHY","PASM","ARLU","ACMI","MATA","POPE","DACA","SCSC","FEID","AMRE","THFI","BOGR","POSE","SPCO","ARPU","SPCR","LIPU","KOMA","BRIN","ELEL","HEVI","BOCU","SOTR","TRDU","CAMI","SATR","MONU","CADU","unkgrass","AMTO","LIDA","TAOF","COAR","MEOF","unknown dicot","ARPO","VEBR","THAR","PLPA","EUGL","BASC","MANE","LEDR","BUDA","DESO","SIAL","GRSQ"
"2020","53","fd","s","1",0.301,0.301,35,NA,"53.fd.s",NA,NA,0,NA,NA,NA,NA,0,NA,13,0.1,2.5,NA,0.25,0,1.25,1.5,0.5,9.5,NA,0,NA,NA,0,NA,1.5,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","53","ir","n","1",0.451,0.451,40,NA,"53.ir.n",NA,NA,0,NA,25,NA,NA,NA,0.1,NA,NA,0.75,0,10,NA,NA,0,6.5,NA,NA,2.75,NA,0,0,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","53","ir","s","1",0.15,0.15,80,NA,"53.ir.s",NA,NA,0,NA,0.5,NA,NA,NA,0,NA,NA,0,0,3,NA,NA,0,9,NA,NA,1,NA,0.25,0,0,1,0,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","53","r","n","1",0.32,0.32,50,NA,"53.r.n",NA,NA,0,NA,25,NA,NA,0,3.25,0,0,3.5,0,NA,0.25,0,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","53","r","s","1",0.205,0.205,50,NA,"53.r.s",NA,NA,0,NA,4,NA,NA,0,0,0,0,12,0,NA,0,4.5,NA,NA,NA,NA,0,NA,NA,NA,NA,0,NA,0,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","dt","n","1",0.55,0.55,10,NA,"54.dt.n",NA,NA,0,NA,0,NA,NA,0,3.5,NA,1.5,11,NA,0,0,0,NA,NA,8.5,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0.5,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","dt","s","1",0.34,0.34,20,NA,"54.dt.s",NA,NA,0,NA,0,NA,NA,0,2,NA,0.75,7.5,NA,0.25,0,0,NA,NA,8.5,NA,NA,NA,NA,0,NA,NA,0,0,NA,NA,0,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","fd","n","1",0.4285,0.4285,60,NA,"54.fd.n",NA,NA,0,NA,3.5,NA,NA,NA,NA,17,NA,NA,NA,3,0,0,0.1,NA,3.25,NA,12.25,NA,0,0,0,0,NA,0.75,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","fd","s","1",0.3375,0.3375,30,NA,"54.fd.s",NA,NA,0,NA,8,NA,NA,NA,NA,16,NA,NA,NA,0.25,0,0.5,0.75,NA,5,NA,1,NA,0,0,0,0,NA,0.25,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","ir","n","1",0.215,0.215,60,NA,"54.ir.n",NA,NA,NA,NA,11.5,NA,NA,0,0.75,NA,NA,NA,NA,3.5,0,0,2.5,2,NA,NA,1.25,NA,0,0,0,0,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","ir","s","1",0.2075,0.2075,45,NA,"54.ir.s",NA,NA,NA,NA,6.5,NA,NA,0,0,NA,NA,NA,NA,7.5,0,0.5,0,3.75,NA,NA,0.75,NA,1,NA,0,0,NA,0.25,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","r","n","1",0.415,0.415,40,NA,"54.r.n",NA,NA,0,NA,NA,NA,NA,0,NA,25,NA,3,NA,0.25,NA,0,NA,NA,3.5,NA,0,NA,NA,0,0,NA,0,2.25,NA,0,0,7.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","54","r","s","1",0.31,0.31,40,NA,"54.r.s",NA,NA,0,NA,NA,NA,NA,0,NA,4.5,NA,7,NA,0.5,NA,0,NA,NA,5,NA,0,NA,NA,0,0,NA,0,1,NA,0,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","dt","n","0",0.4385,0.4385,25,NA,"55.dt.n",NA,NA,0,NA,0,NA,NA,0,3,NA,NA,2,0,0.1,0,4.25,NA,NA,NA,NA,4.25,4,NA,0,NA,NA,NA,1.25,NA,0,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","dt","s","0",0.36,0.36,40,NA,"55.dt.s",NA,NA,0,NA,0,NA,NA,0,2,NA,NA,3,0,0.5,0,0,NA,NA,NA,NA,1,3.5,NA,1,NA,NA,NA,0,NA,0,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","fd","n","0",0.256,0.256,60,NA,"55.fd.n",NA,NA,0,NA,8,NA,NA,NA,NA,7.25,0,0.5,0,6,0,0.75,NA,NA,NA,NA,NA,2.25,NA,NA,0,NA,0.1,0,NA,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","fd","s","0",0.2645,0.2645,60,NA,"55.fd.s",NA,NA,0,NA,3.5,NA,NA,NA,NA,13,0.75,0.5,0,3.5,0,0.1,NA,NA,NA,NA,NA,3,NA,NA,0,NA,0.1,1,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","ir","n","0",0.69,0.69,6,NA,"55.ir.n",NA,NA,NA,NA,25,NA,NA,0,NA,5,NA,1,NA,NA,0,8,0,NA,4.25,NA,7.25,4.25,NA,NA,0,NA,0,2.25,NA,NA,0.5,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","ir","s","0",0.62,0.62,8,NA,"55.ir.s",NA,NA,NA,NA,25,NA,NA,0,NA,5,NA,0.5,NA,NA,0,7,0,NA,7,NA,5,0,NA,NA,0,NA,0,4,NA,NA,0.5,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","r","n","0",0.626,0.626,15,NA,"55.r.n",NA,NA,NA,NA,NA,NA,NA,0.1,2.75,NA,NA,35,0,2.5,0,3.25,1.25,0,NA,NA,0,NA,NA,NA,0,1.5,0.25,NA,NA,0,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","55","r","s","0",0.6175,0.6175,16,NA,"55.r.s",NA,NA,NA,NA,NA,NA,NA,0,0.5,NA,NA,30,0,2,0,5.75,3.5,0,NA,NA,0.25,NA,NA,NA,0,6,0.75,NA,NA,0,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","dt","n","1",0.565,0.565,20,NA,"56.dt.n",NA,NA,0,NA,35,NA,NA,0,3,NA,1.75,0,0,0,NA,NA,1.25,NA,0,NA,0,14.75,NA,NA,NA,NA,0,NA,NA,0,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","dt","s","1",0.3325,0.3325,25,NA,"56.dt.s",NA,NA,0,NA,1.75,NA,NA,0,5,NA,2.5,1,0,0.25,NA,NA,6,NA,0.25,NA,0.5,11,NA,NA,NA,NA,0,NA,NA,0,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","fd","n","1",0.275,0.275,60,NA,"56.fd.n",NA,NA,0,NA,NA,NA,NA,0,0,9,0.25,NA,NA,5,0,5.5,NA,1.5,0,NA,5.25,NA,NA,0,NA,0,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","fd","s","1",0.4475,0.4475,20,NA,"56.fd.s",NA,NA,0,NA,NA,NA,NA,0,2.25,25,0.5,NA,NA,0,0,2.5,NA,1,2.25,NA,4,NA,NA,4.25,NA,0,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","ir","n","1",0.33,0.33,40,NA,"56.ir.n",NA,NA,NA,NA,7.25,NA,NA,0,0,2.25,0,NA,2.5,3,0,0.75,NA,NA,1.75,NA,11.25,NA,NA,NA,0,NA,0,NA,NA,0,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","ir","s","1",0.3645,0.3645,20,NA,"56.ir.s",NA,NA,NA,NA,12,NA,NA,0.1,0.25,6,0.1,NA,2.5,0.75,0,0.25,NA,NA,0.25,NA,10,NA,NA,NA,0,NA,0,NA,NA,0,NA,4.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","r","n","1",0.1585,0.1585,70,NA,"56.r.n",NA,NA,0,NA,0,NA,NA,0,1.75,NA,NA,NA,NA,NA,0,NA,4.75,0,0,NA,0,6,NA,0,0,NA,0.1,0,NA,NA,3.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","56","r","s","1",0.2325,0.2325,50,NA,"56.r.s",NA,NA,0,NA,0,NA,NA,0,2.5,NA,NA,NA,NA,NA,0,NA,0.25,0.5,0,NA,2.75,17,NA,0,0,NA,0.25,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","dt","n","0",0.1025,0.1025,90,NA,"57.dt.n",NA,NA,NA,NA,0,NA,NA,0,NA,0,0,NA,0,0,0,NA,0.5,1.25,NA,NA,0.25,8,NA,NA,0,NA,0.25,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","dt","s","0",0.1525,0.1525,70,NA,"57.dt.s",NA,NA,NA,NA,0,NA,NA,0,NA,0,1.5,NA,0,0,0,NA,0.75,3,NA,NA,0,10,NA,NA,0,NA,0,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","fd","n","0",0.17,0.17,80,NA,"57.fd.n",NA,NA,0,NA,3.25,NA,NA,0,0,NA,0,NA,NA,8,NA,NA,0.75,NA,0,NA,3.75,NA,NA,0,0,0.25,0,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","fd","s","0",0.1085,0.1085,70,NA,"57.fd.s",NA,NA,0,NA,3,NA,NA,0.25,0.1,NA,0.75,NA,NA,1.5,NA,NA,1,NA,0,NA,3.5,NA,NA,0,0,0.25,0.25,NA,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","ir","n","0",0.156,0.156,80,NA,"57.ir.n",NA,NA,0,NA,NA,NA,NA,0.25,0.1,0,0.5,NA,NA,12,0,2.25,0,NA,0,NA,NA,NA,NA,0,0,0.25,NA,NA,NA,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","ir","s","0",0.141,0.141,80,NA,"57.ir.s",NA,NA,0,NA,NA,NA,NA,0,1,0.25,3,NA,NA,7,0,2,0.1,NA,0.75,NA,NA,NA,NA,0,0,0,NA,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","r","n","0",0.17,0.17,80,NA,"57.r.n",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,12,0,1.75,0,0.5,NA,NA,1.75,NA,0,NA,NA,0,0.5,NA,NA,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","57","r","s","0",0.2,0.2,70,NA,"57.r.s",NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,0,13,0,0.5,0.25,0.25,NA,NA,4.25,NA,0,NA,NA,0.5,1,NA,NA,0,0,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","dt","n","1",0.4025,0.4025,9,NA,"58.dt.n",NA,NA,NA,NA,0,NA,NA,0,6.25,3.25,NA,NA,NA,0,0,NA,1,NA,NA,NA,0.25,4.5,NA,NA,0,1,0,NA,NA,0,4,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","dt","s","1",0.375,0.375,12,NA,"58.dt.s",NA,NA,NA,NA,0,NA,NA,0,2,4,NA,NA,NA,1.5,0,NA,4.75,NA,NA,NA,5,1.75,NA,NA,0,2.5,0,NA,NA,0,1,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","fd","n","1",0.22,0.22,40,NA,"58.fd.n",NA,NA,0,NA,0.75,NA,NA,0,NA,6.25,0,NA,NA,5,0,NA,NA,0.5,NA,NA,4,0.25,NA,0,0,NA,0,0,NA,NA,NA,5.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","fd","s","1",0.195,0.195,40,NA,"58.fd.s",NA,NA,1.5,NA,0,NA,NA,0,NA,7.5,0.25,NA,NA,2.5,0,NA,NA,0,NA,NA,5.25,1.75,NA,0,0,NA,0,0,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","ir","n","1",0.246,0.246,50,NA,"58.ir.n",NA,NA,0,NA,2,NA,NA,0,0,1.75,1.75,0.5,NA,NA,NA,6.25,0.25,1.5,NA,NA,5,0.75,NA,NA,NA,NA,0.1,NA,NA,NA,0.75,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","ir","s","1",0.275,0.275,25,NA,"58.ir.s",NA,NA,0,NA,3.5,NA,NA,0,0,2.75,2.5,1,NA,NA,NA,6,0.25,1.75,NA,NA,6,1,NA,NA,NA,NA,0.25,NA,NA,NA,0,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","r","n","1",0.565,0.565,12,NA,"58.r.n",NA,NA,0,NA,0,NA,NA,0,NA,3.5,NA,0.75,0,NA,NA,4.25,NA,0,40,NA,1.75,NA,NA,0,0,0.75,NA,NA,NA,0,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","58","r","s","1",0.31,0.31,17,NA,"58.r.s",NA,NA,0,NA,0,NA,NA,0,NA,0,NA,7.5,0,NA,NA,1.5,NA,0,15,NA,1.25,NA,NA,0,0,3,NA,NA,NA,0,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","dt","n","1",0.3975,0.3975,20,NA,"59.dt.n",NA,NA,0,NA,NA,NA,NA,0,NA,2,3.5,NA,0,NA,0,NA,3.25,NA,NA,NA,1,6.75,NA,0,0,4,0,1.25,NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","dt","s","1",0.52,0.52,20,NA,"59.dt.s",NA,NA,0.25,NA,NA,NA,NA,0,NA,7.25,3,NA,0,NA,0,NA,4,NA,NA,NA,0.25,4.25,NA,0,0,6.5,0,1.5,NA,NA,NA,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","fd","n","1",0.24,0.24,70,NA,"59.fd.n",NA,NA,0,NA,7.25,NA,NA,NA,NA,11,0.25,NA,0,0.75,NA,1,0.5,NA,0,NA,NA,1.75,0,0,0,0.75,NA,NA,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","fd","s","1",0.3575,0.3575,50,NA,"59.fd.s",NA,NA,0,NA,5,NA,NA,NA,NA,16,0,NA,0,1.5,NA,2,2,NA,3,NA,NA,3,0,0,0,1.25,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","ir","n","1",0.0635,0.0635,90,NA,"59.ir.n",NA,NA,NA,NA,2,NA,NA,0,0.1,0.75,NA,NA,NA,NA,0,NA,0.25,NA,0,NA,NA,NA,0,0,0,0.75,0.5,NA,NA,NA,0.25,1.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","ir","s","1",0.065,0.065,90,NA,"59.ir.s",NA,NA,NA,NA,2,NA,NA,0,0.25,1.5,NA,NA,NA,NA,0,NA,0.25,NA,0,NA,NA,NA,0,0,0,0.25,0,NA,NA,NA,0.25,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","r","n","1",0.06,0.06,90,NA,"59.r.n",NA,NA,NA,NA,NA,NA,NA,0,0.5,1.75,NA,0,0,1,0,NA,1.75,NA,NA,NA,NA,0,0,0,NA,0,0.25,NA,NA,NA,0.5,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","59","r","s","1",0.1485,0.1485,90,NA,"59.r.s",NA,NA,NA,NA,NA,NA,NA,0,1,7,NA,0.25,0,1.5,0,NA,4,NA,NA,NA,NA,0,0,0,NA,0.5,0.1,NA,NA,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","dt","n","1",0.29,0.29,50,NA,"6.dt.n",NA,NA,4.5,NA,NA,NA,NA,NA,NA,NA,0,NA,0,0,0,0.75,2,0.25,NA,NA,3.25,NA,0,0,NA,NA,0.5,3.25,NA,0,NA,14.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","dt","s","1",0.4025,0.4025,30,NA,"6.dt.s",NA,NA,1,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2.75,0,0,0.75,0,NA,NA,2,NA,0,0,NA,NA,1,2.75,NA,0,NA,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","fd","n","1",0.131,0.131,90,NA,"6.fd.n",NA,NA,NA,NA,2.75,NA,NA,NA,0.25,2,0,NA,NA,1,0,NA,0.25,NA,0,NA,5.25,NA,0,0,NA,NA,0.1,0.25,NA,NA,0.5,0.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","fd","s","1",0.1925,0.1925,80,NA,"6.fd.s",NA,NA,NA,NA,4,NA,NA,NA,0,2.5,0.25,NA,NA,2,0,NA,0.25,NA,0,NA,9,NA,0,0,NA,NA,0,0,NA,NA,0.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","ir","n","1",0.295,0.295,25,NA,"6.ir.n",NA,NA,0,NA,6,NA,NA,NA,NA,NA,0.5,0,2.75,NA,0,1.5,NA,0.75,NA,NA,16,1.25,NA,0,0,0,0.25,NA,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","ir","s","1",0.4325,0.4325,25,NA,"6.ir.s",NA,NA,0,NA,25,NA,NA,NA,NA,NA,0.75,0,0,NA,0,3.5,NA,0.75,NA,NA,11,0.5,NA,0,0,1,0.5,NA,NA,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","r","n","1",0.1785,0.1785,80,NA,"6.r.n",NA,NA,0,NA,4.75,NA,NA,0.25,1.25,10,NA,NA,NA,0,0,0,0.75,NA,0.25,NA,NA,0.25,NA,NA,0,NA,0.1,NA,NA,0,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","6","r","s","1",0.085,0.085,80,NA,"6.r.s",NA,NA,0,NA,2.25,NA,NA,0,0.5,1,NA,NA,NA,0.75,0,0,1.5,NA,0,NA,NA,0,NA,NA,0,NA,0,NA,NA,0,NA,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","60","dt","n","0",0.1425,0.1425,70,NA,"60.dt.n",NA,NA,0,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,0.75,2,NA,NA,NA,NA,NA,NA,0,0,2.75,NA,0,NA,0.5,2,6.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","60","dt","s","0",0.22,0.22,70,NA,"60.dt.s",NA,NA,0,NA,8,NA,NA,NA,NA,0,0.25,NA,0,NA,0,3.5,1.25,NA,NA,NA,NA,NA,NA,0,0,6,NA,0,NA,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","60","fd","n","0",0.202,0.202,80,NA,"60.fd.n",NA,NA,NA,NA,0,NA,NA,0,NA,10,NA,0.25,0,6,0,NA,1,0.1,0.1,NA,NA,NA,NA,NA,0,0.75,0.25,0.75,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","60","fd","s","0",0.2225,0.2225,80,NA,"60.fd.s",NA,NA,NA,NA,3.25,NA,NA,0,NA,9,NA,0,0,5,0,NA,0.25,0.5,1.75,NA,NA,NA,NA,NA,0,1,0.25,0.25,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","60","ir","n","0",0.116,0.116,90,NA,"60.ir.n",NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,0.25,7.5,0,NA,0,NA,0.1,NA,2.25,0.75,NA,NA,0,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","60","ir","s","0",0.145,0.145,80,NA,"60.ir.s",NA,NA,0,NA,0,NA,NA,0,0,NA,NA,0,0,9,0,NA,0.25,NA,0,NA,4.5,0.25,NA,NA,0,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2020","60","r","n","0",0.2075,0.2075,70,NA,"60.r.n",NA,NA,0,NA,0,NA,NA,NA,0.5,0.5,NA,NA,NA,0,0,3.25,2,0.25,3,NA,11,0.25,0,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
