"year","block","trt","subplot","species","prob","drought","native","graminoid","cover","sub.tcov","BG","Litter","sub.tveg"
"2020","15","r","s","LIPU",0.02,"1","N",0,0.25,88.25,12,NA,76.25
"2020","15","r","s","POSE",0.02,"1","N",1,1.5,88.25,12,NA,76.25
"2020","15","r","s","HECO",0.01,"1","N",1,0,88.25,12,NA,76.25
"2020","15","r","s","SCSC",0.02,"1","N",1,0.5,88.25,12,NA,76.25
"2020","15","r","s","AMTO",NA,"1",NA,NA,NA,88.25,12,NA,76.25
"2020","15","r","s","BRTE",NA,"1","I",1,NA,88.25,12,NA,76.25
"2020","15","r","s","MATA",0.01,"1","N",0,0,88.25,12,NA,76.25
"2020","15","r","s","CHLE",NA,"1",NA,NA,NA,88.25,12,NA,76.25
"2020","16","dt","n","ASDR",0,"0","N",0,0,98.75,17,NA,81.75
"2020","16","dt","n","ARFR",0.01,"0","N",0,0,98.75,17,NA,81.75
"2020","16","dt","n","DACA",0.02,"0","N",0,6.5,98.75,17,NA,81.75
"2020","16","dt","n","CHLE",NA,"0",NA,NA,NA,98.75,17,NA,81.75
"2020","16","dt","n","LIDA",NA,"0","I",0,NA,98.75,17,NA,81.75
"2020","16","dt","n","BRTE",NA,"0","I",1,NA,98.75,17,NA,81.75
"2020","16","dt","n","THFI",0,"0","N",0,0,98.75,17,NA,81.75
"2020","16","dt","n","POPE",0.04,"0","N",0,4.25,98.75,17,NA,81.75
"2020","16","dt","n","AMRE",NA,"0",NA,NA,NA,98.75,17,NA,81.75
"2020","16","dt","n","FEID",0.13,"0","N",1,20,98.75,17,NA,81.75
"2020","16","dt","n","LIPU",0,"0","N",0,0,98.75,17,NA,81.75
"2020","16","dt","n","ARPU",0.22,"0","N",1,0,98.75,17,NA,81.75
"2020","16","dt","n","ACMI",0.01,"0","N",0,0,98.75,17,NA,81.75
"2020","16","dt","n","SATR",NA,"0","I",0,NA,98.75,17,NA,81.75
"2020","16","dt","n","ARLU",NA,"0","N",0,NA,98.75,17,NA,81.75
"2020","16","dt","n","POOL",NA,"0","I",0,NA,98.75,17,NA,81.75
"2020","16","dt","n","MATA",0.04,"0","N",0,0,98.75,17,NA,81.75
"2020","16","dt","n","ELEL",0.03,"0","N",1,0,98.75,17,NA,81.75
"2020","16","dt","n","SPCR",NA,"0","N",1,NA,98.75,17,NA,81.75
"2020","16","dt","n","KOMA",0.12,"0","N",1,0,98.75,17,NA,81.75
"2020","16","dt","n","HECO",0.32,"0","N",1,6,98.75,17,NA,81.75
"2020","16","dt","n","PASM",0.05,"0","N",1,0,98.75,17,NA,81.75
"2020","16","dt","n","RACO",0.01,"0","N",0,45,98.75,17,NA,81.75
"2020","16","dt","s","ASDR",0,"0","N",0,0,59.5,45,NA,14.5
"2020","16","dt","s","CHLE",NA,"0",NA,NA,NA,59.5,45,NA,14.5
"2020","16","dt","s","KOMA",0.12,"0","N",1,1.25,59.5,45,NA,14.5
"2020","16","dt","s","ELEL",0.03,"0","N",1,0,59.5,45,NA,14.5
"2020","16","dt","s","ACMI",0.01,"0","N",0,0,59.5,45,NA,14.5
"2020","16","dt","s","AMRE",NA,"0",NA,NA,NA,59.5,45,NA,14.5
"2020","16","dt","s","FEID",0.13,"0","N",1,5.5,59.5,45,NA,14.5
"2020","16","dt","s","ARFR",0.01,"0","N",0,0,59.5,45,NA,14.5
"2020","16","dt","s","HECO",0.32,"0","N",1,5,59.5,45,NA,14.5
"2020","16","dt","s","THFI",0,"0","N",0,0,59.5,45,NA,14.5
"2020","16","dt","s","DACA",0.02,"0","N",0,1.75,59.5,45,NA,14.5
"2020","16","dt","s","ARLU",NA,"0","N",0,NA,59.5,45,NA,14.5
"2020","16","dt","s","RACO",0.01,"0","N",0,0,59.5,45,NA,14.5
"2020","16","dt","s","MATA",0.04,"0","N",0,0,59.5,45,NA,14.5
"2020","16","dt","s","LIDA",NA,"0","I",0,NA,59.5,45,NA,14.5
"2020","16","dt","s","POPE",0.04,"0","N",0,1,59.5,45,NA,14.5
"2020","16","dt","s","ARPU",0.22,"0","N",1,0,59.5,45,NA,14.5
"2020","16","dt","s","LIPU",0,"0","N",0,0,59.5,45,NA,14.5
"2020","16","dt","s","SATR",NA,"0","I",0,NA,59.5,45,NA,14.5
"2020","16","dt","s","POOL",NA,"0","I",0,NA,59.5,45,NA,14.5
"2020","16","dt","s","BRTE",NA,"0","I",1,NA,59.5,45,NA,14.5
"2020","16","dt","s","SPCR",NA,"0","N",1,NA,59.5,45,NA,14.5
"2020","16","dt","s","PASM",0.05,"0","N",1,0,59.5,45,NA,14.5
"2020","16","fd","n","ARFR",0.03,"0","N",0,0,79,50,NA,29
"2020","16","fd","n","ARLU",0.04,"0","N",0,0,79,50,NA,29
"2020","16","fd","n","AMRE",NA,"0",NA,NA,NA,79,50,NA,29
"2020","16","fd","n","HEVI",0.05,"0","N",0,0.25,79,50,NA,29
"2020","16","fd","n","FEID",0.04,"0","N",1,0,79,50,NA,29
"2020","16","fd","n","RACO",0.05,"0","N",0,1.75,79,50,NA,29
"2020","16","fd","n","ACMI",0.06,"0","N",0,8.5,79,50,NA,29
"2020","16","fd","n","BOGR",0.05,"0","N",1,0.25,79,50,NA,29
"2020","16","fd","n","SATR",NA,"0","I",0,NA,79,50,NA,29
"2020","16","fd","n","PASM",0.05,"0","N",1,0,79,50,NA,29
"2020","16","fd","n","BRTE",NA,"0","I",1,NA,79,50,NA,29
"2020","16","fd","n","BOCU",0.13,"0","N",1,0.5,79,50,NA,29
"2020","16","fd","n","ASDR",0.11,"0","N",0,0,79,50,NA,29
"2020","16","fd","n","GAAR",0.14,"0","N",0,17,79,50,NA,29
"2020","16","fd","n","SOTR",NA,"0",NA,NA,NA,79,50,NA,29
"2020","16","fd","n","MATA",0.04,"0","N",0,0,79,50,NA,29
"2020","16","fd","n","CHLE",NA,"0",NA,NA,NA,79,50,NA,29
"2020","16","fd","n","DACA",0.05,"0","N",0,0.75,79,50,NA,29
"2020","16","fd","n","SPCR",0.04,"0","N",1,0,79,50,NA,29
"2020","16","fd","n","POOL",NA,"0","I",0,NA,79,50,NA,29
"2020","16","fd","n","ACHY",0.11,"0","N",1,0,79,50,NA,29
"2020","16","fd","s","AMRE",NA,"0",NA,NA,NA,69.25,30,NA,39.25
"2020","16","fd","s","ACMI",0.06,"0","N",0,5,69.25,30,NA,39.25
"2020","16","fd","s","PASM",0.05,"0","N",1,0,69.25,30,NA,39.25
"2020","16","fd","s","HEVI",0.05,"0","N",0,2.25,69.25,30,NA,39.25
"2020","16","fd","s","SPCR",0.04,"0","N",1,0,69.25,30,NA,39.25
"2020","16","fd","s","ACHY",0.11,"0","N",1,0,69.25,30,NA,39.25
"2020","16","fd","s","POOL",NA,"0","I",0,NA,69.25,30,NA,39.25
"2020","16","fd","s","SATR",NA,"0","I",0,NA,69.25,30,NA,39.25
"2020","16","fd","s","ARFR",0.03,"0","N",0,0,69.25,30,NA,39.25
"2020","16","fd","s","BOGR",0.05,"0","N",1,1,69.25,30,NA,39.25
"2020","16","fd","s","BOCU",0.13,"0","N",1,2.75,69.25,30,NA,39.25
"2020","16","fd","s","ARLU",0.04,"0","N",0,0,69.25,30,NA,39.25
"2020","16","fd","s","GAAR",0.14,"0","N",0,20,69.25,30,NA,39.25
"2020","16","fd","s","FEID",0.04,"0","N",1,1.75,69.25,30,NA,39.25
"2020","16","fd","s","DACA",0.05,"0","N",0,3,69.25,30,NA,39.25
"2020","16","fd","s","BRTE",NA,"0","I",1,NA,69.25,30,NA,39.25
"2020","16","fd","s","CHLE",NA,"0",NA,NA,NA,69.25,30,NA,39.25
"2020","16","fd","s","SOTR",NA,"0",NA,NA,NA,69.25,30,NA,39.25
"2020","16","fd","s","RACO",0.05,"0","N",0,3,69.25,30,NA,39.25
"2020","16","fd","s","MATA",0.04,"0","N",0,0,69.25,30,NA,39.25
"2020","16","fd","s","ASDR",0.11,"0","N",0,0.5,69.25,30,NA,39.25
"2020","16","ir","n","BOCU",0.23,"0","N",1,0.25,100.5,90,NA,10.5
"2020","16","ir","n","GAAR",0.01,"0","N",0,0,100.5,90,NA,10.5
"2020","16","ir","n","FEID",0.02,"0","N",1,0,100.5,90,NA,10.5
"2020","16","ir","n","ARFR",0.03,"0","N",0,0,100.5,90,NA,10.5
"2020","16","ir","n","THFI",0.05,"0","N",0,0.75,100.5,90,NA,10.5
"2020","16","ir","n","SPCO",0.04,"0","N",0,0,100.5,90,NA,10.5
"2020","16","ir","n","MATA",0.02,"0","N",0,0,100.5,90,NA,10.5
"2020","16","ir","n","ARLU",0.06,"0","N",0,0,100.5,90,NA,10.5
"2020","16","ir","n","POOL",NA,"0","I",0,NA,100.5,90,NA,10.5
"2020","16","ir","n","CHLE",NA,"0",NA,NA,NA,100.5,90,NA,10.5
"2020","16","ir","n","ACMI",0.17,"0","N",0,9,100.5,90,NA,10.5
"2020","16","ir","n","KOMA",0.1,"0","N",1,0,100.5,90,NA,10.5
"2020","16","ir","n","ELEL",0.06,"0","N",1,0,100.5,90,NA,10.5
"2020","16","ir","n","BRTE",NA,"0","I",1,NA,100.5,90,NA,10.5
"2020","16","ir","n","BOGR",0.04,"0","N",1,0.5,100.5,90,NA,10.5
"2020","16","ir","n","ARPU",0.1,"0","N",1,0,100.5,90,NA,10.5
"2020","16","ir","n","HEVI",0.03,"0","N",0,0,100.5,90,NA,10.5
"2020","16","ir","n","RACO",0.04,"0","N",0,0,100.5,90,NA,10.5
"2020","16","ir","s","ARLU",0.06,"0","N",0,0.75,78.75,50,NA,28.75
"2020","16","ir","s","GAAR",0.01,"0","N",0,0.75,78.75,50,NA,28.75
"2020","16","ir","s","BOGR",0.04,"0","N",1,0.25,78.75,50,NA,28.75
"2020","16","ir","s","ELEL",0.06,"0","N",1,0,78.75,50,NA,28.75
"2020","16","ir","s","POOL",NA,"0","I",0,NA,78.75,50,NA,28.75
"2020","16","ir","s","ACMI",0.17,"0","N",0,20,78.75,50,NA,28.75
"2020","16","ir","s","CHLE",NA,"0",NA,NA,NA,78.75,50,NA,28.75
"2020","16","ir","s","THFI",0.05,"0","N",0,5,78.75,50,NA,28.75
"2020","16","ir","s","FEID",0.02,"0","N",1,0,78.75,50,NA,28.75
"2020","16","ir","s","BOCU",0.23,"0","N",1,1,78.75,50,NA,28.75
"2020","16","ir","s","SPCO",0.04,"0","N",0,0,78.75,50,NA,28.75
"2020","16","ir","s","MATA",0.02,"0","N",0,0,78.75,50,NA,28.75
"2020","16","ir","s","ARFR",0.03,"0","N",0,0,78.75,50,NA,28.75
"2020","16","ir","s","ARPU",0.1,"0","N",1,0,78.75,50,NA,28.75
"2020","16","ir","s","HEVI",0.03,"0","N",0,0.25,78.75,50,NA,28.75
"2020","16","ir","s","BRTE",NA,"0","I",1,NA,78.75,50,NA,28.75
"2020","16","ir","s","RACO",0.04,"0","N",0,0.75,78.75,50,NA,28.75
"2020","16","ir","s","KOMA",0.1,"0","N",1,0,78.75,50,NA,28.75
"2020","16","r","n","DACA",0.01,"0","N",0,15,106,60,NA,46
"2020","16","r","n","SPCR",NA,"0","N",1,NA,106,60,NA,46
"2020","16","r","n","HECO",0.01,"0","N",1,0,106,60,NA,46
"2020","16","r","n","SATR",NA,"0","I",0,NA,106,60,NA,46
"2020","16","r","n","THFI",0,"0","N",0,0,106,60,NA,46
"2020","16","r","n","GAAR",NA,"0","N",0,NA,106,60,NA,46
"2020","16","r","n","KOMA",0.02,"0","N",1,3.5,106,60,NA,46
"2020","16","r","n","BOCU",NA,"0","N",1,NA,106,60,NA,46
"2020","16","r","n","SPCO",0,"0","N",0,0,106,60,NA,46
"2020","16","r","n","ELEL",0.01,"0","N",1,0,106,60,NA,46
"2020","16","r","n","CHLE",NA,"0",NA,NA,NA,106,60,NA,46
"2020","16","r","n","LIPU",0,"0","N",0,0,106,60,NA,46
"2020","16","r","n","ARFR",0.01,"0","N",0,0,106,60,NA,46
"2020","16","r","n","POSE",0.01,"0","N",1,0,106,60,NA,46
"2020","16","r","n","RACO",NA,"0","N",0,NA,106,60,NA,46
"2020","16","r","n","ARLU",0.07,"0","N",0,20,106,60,NA,46
"2020","16","r","n","HEVI",0,"0","N",0,7.5,106,60,NA,46
"2020","16","r","n","ACMI",0,"0","N",0,0,106,60,NA,46
"2020","16","r","n","BOGR",NA,"0","N",1,NA,106,60,NA,46
"2020","16","r","n","ARPU",0.84,"0","N",1,0,106,60,NA,46
"2020","16","r","n","MATA",0.01,"0","N",0,0,106,60,NA,46
"2020","16","r","n","FEID",NA,"0","N",1,NA,106,60,NA,46
"2020","16","r","n","BRTE",NA,"0","I",1,NA,106,60,NA,46
"2020","16","r","n","AMRE",NA,"0",NA,NA,NA,106,60,NA,46
"2020","16","r","n","ACHY",0.01,"0","N",1,0,106,60,NA,46
"2020","16","r","n","POOL",NA,"0","I",0,NA,106,60,NA,46
"2020","16","r","s","THFI",0,"0","N",0,0,111.6,70,NA,41.6
"2020","16","r","s","DACA",0.01,"0","N",0,11,111.6,70,NA,41.6
"2020","16","r","s","HECO",0.01,"0","N",1,0,111.6,70,NA,41.6
"2020","16","r","s","KOMA",0.02,"0","N",1,0.5,111.6,70,NA,41.6
"2020","16","r","s","HEVI",0,"0","N",0,0,111.6,70,NA,41.6
"2020","16","r","s","MATA",0.01,"0","N",0,0,111.6,70,NA,41.6
"2020","16","r","s","SATR",NA,"0","I",0,NA,111.6,70,NA,41.6
"2020","16","r","s","ARFR",0.01,"0","N",0,0,111.6,70,NA,41.6
"2020","16","r","s","POOL",NA,"0","I",0,NA,111.6,70,NA,41.6
"2020","16","r","s","FEID",NA,"0","N",1,NA,111.6,70,NA,41.6
"2020","16","r","s","LIPU",0,"0","N",0,0,111.6,70,NA,41.6
"2020","16","r","s","SPCR",NA,"0","N",1,NA,111.6,70,NA,41.6
"2020","16","r","s","CHLE",NA,"0",NA,NA,NA,111.6,70,NA,41.6
"2020","16","r","s","ARPU",0.84,"0","N",1,0,111.6,70,NA,41.6
"2020","16","r","s","POSE",0.01,"0","N",1,0.1,111.6,70,NA,41.6
"2020","16","r","s","BRTE",NA,"0","I",1,NA,111.6,70,NA,41.6
"2020","16","r","s","ELEL",0.01,"0","N",1,0,111.6,70,NA,41.6
"2020","16","r","s","GAAR",NA,"0","N",0,NA,111.6,70,NA,41.6
"2020","16","r","s","BOCU",NA,"0","N",1,NA,111.6,70,NA,41.6
"2020","16","r","s","ACHY",0.01,"0","N",1,0,111.6,70,NA,41.6
"2020","16","r","s","AMRE",NA,"0",NA,NA,NA,111.6,70,NA,41.6
"2020","16","r","s","SPCO",0,"0","N",0,0,111.6,70,NA,41.6
"2020","16","r","s","ACMI",0,"0","N",0,0,111.6,70,NA,41.6
"2020","16","r","s","ARLU",0.07,"0","N",0,30,111.6,70,NA,41.6
"2020","16","r","s","BOGR",NA,"0","N",1,NA,111.6,70,NA,41.6
"2020","16","r","s","RACO",NA,"0","N",0,NA,111.6,70,NA,41.6
"2020","17","dt","n","ACMI",0.01,"0","N",0,0.5,59.25,35,NA,24.25
"2020","17","dt","n","AMRE",NA,"0",NA,NA,NA,59.25,35,NA,24.25
"2020","17","dt","n","ELEL",0.05,"0","N",1,0,59.25,35,NA,24.25
"2020","17","dt","n","SATR",NA,"0","I",0,NA,59.25,35,NA,24.25
"2020","17","dt","n","ARPU",0.17,"0","N",1,0,59.25,35,NA,24.25
"2020","17","dt","n","GAAR",0,"0","N",0,3,59.25,35,NA,24.25
"2020","17","dt","n","ARFR",0.03,"0","N",0,0,59.25,35,NA,24.25
"2020","17","dt","n","SPCO",0.02,"0","N",0,0,59.25,35,NA,24.25
"2020","17","dt","n","DACA",0.02,"0","N",0,0.75,59.25,35,NA,24.25
"2020","17","dt","n","MATA",0.06,"0","N",0,0,59.25,35,NA,24.25
"2020","17","dt","n","BOGR",0.18,"0","N",1,12.25,59.25,35,NA,24.25
"2020","17","dt","n","LIPU",0.01,"0","N",0,0.5,59.25,35,NA,24.25
"2020","17","dt","n","CHLE",NA,"0",NA,NA,NA,59.25,35,NA,24.25
"2020","17","dt","n","THFI",0,"0","N",0,0,59.25,35,NA,24.25
"2020","17","dt","n","KOMA",0.08,"0","N",1,3.5,59.25,35,NA,24.25
"2020","17","dt","n","ASDR",0.02,"0","N",0,0,59.25,35,NA,24.25
"2020","17","dt","n","BRTE",NA,"0","I",1,NA,59.25,35,NA,24.25
"2020","17","dt","n","POSE",0.04,"0","N",1,0,59.25,35,NA,24.25
"2020","17","dt","n","POPE",NA,"0","N",0,NA,59.25,35,NA,24.25
"2020","17","dt","n","RACO",NA,"0","N",0,NA,59.25,35,NA,24.25
"2020","17","dt","n","ACHY",0.3,"0","N",1,3.75,59.25,35,NA,24.25
"2020","17","dt","s","BRTE",NA,"0","I",1,NA,59.75,45,NA,14.75
"2020","17","dt","s","ACHY",0.3,"0","N",1,2.5,59.75,45,NA,14.75
"2020","17","dt","s","GAAR",0,"0","N",0,0,59.75,45,NA,14.75
"2020","17","dt","s","POPE",NA,"0","N",0,NA,59.75,45,NA,14.75
"2020","17","dt","s","BOGR",0.18,"0","N",1,10,59.75,45,NA,14.75
"2020","17","dt","s","SATR",NA,"0","I",0,NA,59.75,45,NA,14.75
"2020","17","dt","s","KOMA",0.08,"0","N",1,0.75,59.75,45,NA,14.75
"2020","17","dt","s","ASDR",0.02,"0","N",0,0.25,59.75,45,NA,14.75
"2020","17","dt","s","ACMI",0.01,"0","N",0,0.5,59.75,45,NA,14.75
"2020","17","dt","s","ELEL",0.05,"0","N",1,0,59.75,45,NA,14.75
"2020","17","dt","s","CHLE",NA,"0",NA,NA,NA,59.75,45,NA,14.75
"2020","17","dt","s","THFI",0,"0","N",0,0,59.75,45,NA,14.75
"2020","17","dt","s","RACO",NA,"0","N",0,NA,59.75,45,NA,14.75
"2020","17","dt","s","SPCO",0.02,"0","N",0,0,59.75,45,NA,14.75
"2020","17","dt","s","LIPU",0.01,"0","N",0,0,59.75,45,NA,14.75
"2020","17","dt","s","POSE",0.04,"0","N",1,0,59.75,45,NA,14.75
"2020","17","dt","s","ARFR",0.03,"0","N",0,0,59.75,45,NA,14.75
"2020","17","dt","s","MATA",0.06,"0","N",0,0,59.75,45,NA,14.75
"2020","17","dt","s","AMRE",NA,"0",NA,NA,NA,59.75,45,NA,14.75
"2020","17","dt","s","ARPU",0.17,"0","N",1,0,59.75,45,NA,14.75
"2020","17","dt","s","DACA",0.02,"0","N",0,0.75,59.75,45,NA,14.75
"2020","17","fd","n","LIPU",0.06,"0","N",0,0.5,56.75,20,NA,36.75
"2020","17","fd","n","HEVI",0.05,"0","N",0,0.25,56.75,20,NA,36.75
"2020","17","fd","n","SATR",NA,"0","I",0,NA,56.75,20,NA,36.75
"2020","17","fd","n","POPE",0.04,"0","N",0,2,56.75,20,NA,36.75
"2020","17","fd","n","ARPU",0.06,"0","N",1,0,56.75,20,NA,36.75
"2020","17","fd","n","ACHY",0.1,"0","N",1,0,56.75,20,NA,36.75
"2020","17","fd","n","PASM",0.05,"0","N",1,2,56.75,20,NA,36.75
"2020","17","fd","n","SPCO",0.04,"0","N",0,0,56.75,20,NA,36.75
"2020","17","fd","n","GAAR",0.18,"0","N",0,15,56.75,20,NA,36.75
"2020","17","fd","n","ARLU",0.04,"0","N",0,0,56.75,20,NA,36.75
"2020","17","fd","n","HECO",0.06,"0","N",1,2.5,56.75,20,NA,36.75
"2020","17","fd","n","ACMI",0.06,"0","N",0,9.75,56.75,20,NA,36.75
"2020","17","fd","n","CHLE",NA,"0",NA,NA,NA,56.75,20,NA,36.75
"2020","17","fd","n","SPCR",0.04,"0","N",1,0,56.75,20,NA,36.75
"2020","17","fd","n","BRTE",NA,"0","I",1,NA,56.75,20,NA,36.75
"2020","17","fd","n","ARFR",0.04,"0","N",0,0,56.75,20,NA,36.75
"2020","17","fd","n","BOCU",0.12,"0","N",1,4.25,56.75,20,NA,36.75
"2020","17","fd","n","POOL",NA,"0","I",0,NA,56.75,20,NA,36.75
"2020","17","fd","n","DACA",0.06,"0","N",0,0.5,56.75,20,NA,36.75
"2020","17","fd","s","LIPU",0.06,"0","N",0,0,60.5,25,NA,35.5
"2020","17","fd","s","POPE",0.04,"0","N",0,3.25,60.5,25,NA,35.5
"2020","17","fd","s","SATR",NA,"0","I",0,NA,60.5,25,NA,35.5
"2020","17","fd","s","DACA",0.06,"0","N",0,0.75,60.5,25,NA,35.5
"2020","17","fd","s","ACHY",0.1,"0","N",1,3,60.5,25,NA,35.5
"2020","17","fd","s","ARLU",0.04,"0","N",0,0,60.5,25,NA,35.5
"2020","17","fd","s","GAAR",0.18,"0","N",0,13,60.5,25,NA,35.5
"2020","17","fd","s","BOCU",0.12,"0","N",1,6.5,60.5,25,NA,35.5
"2020","17","fd","s","SPCO",0.04,"0","N",0,0,60.5,25,NA,35.5
"2020","17","fd","s","SPCR",0.04,"0","N",1,0.25,60.5,25,NA,35.5
"2020","17","fd","s","HEVI",0.05,"0","N",0,0.75,60.5,25,NA,35.5
"2020","17","fd","s","POOL",NA,"0","I",0,NA,60.5,25,NA,35.5
"2020","17","fd","s","PASM",0.05,"0","N",1,0.5,60.5,25,NA,35.5
"2020","17","fd","s","BRTE",NA,"0","I",1,NA,60.5,25,NA,35.5
"2020","17","fd","s","ARPU",0.06,"0","N",1,0,60.5,25,NA,35.5
"2020","17","fd","s","ARFR",0.04,"0","N",0,0,60.5,25,NA,35.5
"2020","17","fd","s","HECO",0.06,"0","N",1,0,60.5,25,NA,35.5
"2020","17","fd","s","ACMI",0.06,"0","N",0,7.5,60.5,25,NA,35.5
"2020","17","fd","s","CHLE",NA,"0",NA,NA,NA,60.5,25,NA,35.5
"2020","17","ir","n","HEVI",0.03,"0","N",0,1,73.75,50,NA,23.75
"2020","17","ir","n","SCSC",0.21,"0","N",1,1.75,73.75,50,NA,23.75
"2020","17","ir","n","RACO",NA,"0","N",0,NA,73.75,50,NA,23.75
"2020","17","ir","n","BOGR",0.04,"0","N",1,2.5,73.75,50,NA,23.75
"2020","17","ir","n","ARFR",0.03,"0","N",0,0,73.75,50,NA,23.75
"2020","17","ir","n","ARLU",0.08,"0","N",0,0.75,73.75,50,NA,23.75
"2020","17","ir","n","GAAR",0.01,"0","N",0,3,73.75,50,NA,23.75
"2020","17","ir","n","FEID",0.02,"0","N",1,2.5,73.75,50,NA,23.75
"2020","17","ir","n","MATA",0.02,"0","N",0,0,73.75,50,NA,23.75
"2020","17","ir","n","SATR",NA,"0","I",0,NA,73.75,50,NA,23.75
"2020","17","ir","n","POOL",NA,"0","I",0,NA,73.75,50,NA,23.75
"2020","17","ir","n","ACHY",0.26,"0","N",1,0,73.75,50,NA,23.75
"2020","17","ir","n","ASDR",0.01,"0","N",0,0,73.75,50,NA,23.75
"2020","17","ir","n","POPE",0.08,"0","N",0,2,73.75,50,NA,23.75
"2020","17","ir","n","BRTE",NA,"0","I",1,NA,73.75,50,NA,23.75
"2020","17","ir","n","SPCR",0.03,"0","N",1,0.25,73.75,50,NA,23.75
"2020","17","ir","n","LIPU",0.08,"0","N",0,0.5,73.75,50,NA,23.75
"2020","17","ir","n","ACMI",NA,"0","N",0,NA,73.75,50,NA,23.75
"2020","17","ir","n","PASM",0.03,"0","N",1,0.5,73.75,50,NA,23.75
"2020","17","ir","n","THFI",0.05,"0","N",0,9,73.75,50,NA,23.75
"2020","17","ir","s","SCSC",0.21,"0","N",1,2.5,74.25,50,NA,24.25
"2020","17","ir","s","HEVI",0.03,"0","N",0,1.5,74.25,50,NA,24.25
"2020","17","ir","s","ARFR",0.03,"0","N",0,0,74.25,50,NA,24.25
"2020","17","ir","s","RACO",NA,"0","N",0,NA,74.25,50,NA,24.25
"2020","17","ir","s","POOL",NA,"0","I",0,NA,74.25,50,NA,24.25
"2020","17","ir","s","LIPU",0.08,"0","N",0,0.75,74.25,50,NA,24.25
"2020","17","ir","s","ACMI",NA,"0","N",0,NA,74.25,50,NA,24.25
"2020","17","ir","s","ASDR",0.01,"0","N",0,0,74.25,50,NA,24.25
"2020","17","ir","s","MATA",0.02,"0","N",0,0,74.25,50,NA,24.25
"2020","17","ir","s","POPE",0.08,"0","N",0,0.5,74.25,50,NA,24.25
"2020","17","ir","s","PASM",0.03,"0","N",1,0.75,74.25,50,NA,24.25
"2020","17","ir","s","BOGR",0.04,"0","N",1,5,74.25,50,NA,24.25
"2020","17","ir","s","SATR",NA,"0","I",0,NA,74.25,50,NA,24.25
"2020","17","ir","s","FEID",0.02,"0","N",1,3,74.25,50,NA,24.25
"2020","17","ir","s","GAAR",0.01,"0","N",0,4,74.25,50,NA,24.25
"2020","17","ir","s","BRTE",NA,"0","I",1,NA,74.25,50,NA,24.25
"2020","17","ir","s","ACHY",0.26,"0","N",1,0.25,74.25,50,NA,24.25
"2020","17","ir","s","SPCR",0.03,"0","N",1,5,74.25,50,NA,24.25
"2020","17","ir","s","ARLU",0.08,"0","N",0,0.5,74.25,50,NA,24.25
"2020","17","ir","s","THFI",0.05,"0","N",0,0.5,74.25,50,NA,24.25
"2020","17","r","n","HECO",0.06,"0","N",1,1.75,67.75,40,NA,27.75
"2020","17","r","n","POOL",NA,"0","I",0,NA,67.75,40,NA,27.75
"2020","17","r","n","BRTE",NA,"0","I",1,NA,67.75,40,NA,27.75
"2020","17","r","n","ASDR",0.03,"0","N",0,0.25,67.75,40,NA,27.75
"2020","17","r","n","ARLU",NA,"0","N",0,NA,67.75,40,NA,27.75
"2020","17","r","n","GAAR",0,"0","N",0,2,67.75,40,NA,27.75
"2020","17","r","n","MATA",0,"0","N",0,0,67.75,40,NA,27.75
"2020","17","r","n","SPCR",0.06,"0","N",1,2.25,67.75,40,NA,27.75
"2020","17","r","n","POPE",0.04,"0","N",0,2.75,67.75,40,NA,27.75
"2020","17","r","n","BOGR",0.12,"0","N",1,12,67.75,40,NA,27.75
"2020","17","r","n","MONU",NA,"0",NA,NA,NA,67.75,40,NA,27.75
"2020","17","r","n","SPCO",0,"0","N",0,0,67.75,40,NA,27.75
"2020","17","r","n","LIPU",0.2,"0","N",0,0.75,67.75,40,NA,27.75
"2020","17","r","n","ACMI",0.03,"0","N",0,2,67.75,40,NA,27.75
"2020","17","r","n","DACA",0,"0","N",0,0,67.75,40,NA,27.75
"2020","17","r","n","FEID",0.01,"0","N",1,0,67.75,40,NA,27.75
"2020","17","r","n","KOMA",0.08,"0","N",1,2.25,67.75,40,NA,27.75
"2020","17","r","n","ARPU",0.27,"0","N",1,0,67.75,40,NA,27.75
"2020","17","r","n","CHLE",NA,"0",NA,NA,NA,67.75,40,NA,27.75
"2020","17","r","n","HEVI",0.1,"0","N",0,1.75,67.75,40,NA,27.75
"2020","17","r","n","SATR",NA,"0","I",0,NA,67.75,40,NA,27.75
"2020","17","r","s","HEVI",0.1,"0","N",0,2,51,25,NA,26
"2020","17","r","s","ASDR",0.03,"0","N",0,0,51,25,NA,26
"2020","17","r","s","FEID",0.01,"0","N",1,0.25,51,25,NA,26
"2020","17","r","s","BRTE",NA,"0","I",1,NA,51,25,NA,26
"2020","17","r","s","SPCO",0,"0","N",0,0,51,25,NA,26
"2020","17","r","s","BOGR",0.12,"0","N",1,8,51,25,NA,26
"2020","17","r","s","ACMI",0.03,"0","N",0,3,51,25,NA,26
"2020","17","r","s","DACA",0,"0","N",0,0.5,51,25,NA,26
"2020","17","r","s","GAAR",0,"0","N",0,2,51,25,NA,26
"2020","17","r","s","KOMA",0.08,"0","N",1,3.75,51,25,NA,26
"2020","17","r","s","POPE",0.04,"0","N",0,2.25,51,25,NA,26
"2020","17","r","s","CHLE",NA,"0",NA,NA,NA,51,25,NA,26
"2020","17","r","s","SPCR",0.06,"0","N",1,1.75,51,25,NA,26
"2020","17","r","s","MONU",NA,"0",NA,NA,NA,51,25,NA,26
